sha,authorM,comments,merged
9afe642b07a777883ec8b2d45ac2f74bdad3f023,neu,neu,False
c2d9fd7762bed4c5f60bd656d2ce5768c5bf41cf,neu,neu,True
,neu,neu,False
4af3f9755efb5e098cbcfd77b6f781c229fc92ab,neu,neu,True
13dc420a9eb5447330bcee75f615f280bc20bf3e,neu,neu,True
9a2f6552b13d0ffdfa40d95fd6b1dc408b3329b5,neu,neu,False
b660d4cc3f0497b6ffd981857ffef68edec729ee,neu,neu,True
9abe8789417d4fef6f4fcd490a186f0dd719aa6f,neu,neu,True
7e8bed8384144d1ec31d8b4b03c14fe326f01157,neu,neu,False
3bfa711d58374847bbe37386a17708b70ce8f48b,neu,neu,True
366658ab01f4ad60daad7ff527cded093e1a6d4a,neu,neu,True
8e4e87cf622e16d4e382e946f2943eaaf9be47ea,neu,neu,False
bf06a5908e56529cc10ff2b71d6228a55be6a863,neu,neu,True
f392455a3222758dbcbd37edd1b2ca08abd84ec3,neu,neu,False
ff69c8cb35a7adcb349ba35783b24b28b7917f11,neu,neu,True
97da1f0f9d6fc5f592349317b296c74766d1d4ab,neu,neu,True
560a7f2bfc0d15975925e986908a8532aa8a931b,neu,neu,True
cf7bf79bf4f1c98f84bba1a1f266a8927007c0c3,neu,neu,True
d96b32cb7848fa049017503a240d19a576fe5682,neu,neu,False
81241b83cf3a95c1560d4080c39bf8b57381656f,neu,neu,True
15d24bbcf22a6efa416475dd45e0d46a54a0cd71,neu,neu,True
41ca56fc5935986e42660abe1d8efa2b994de91f,neu,neu,True
7f5f2a4c905a3d580c68e31e53d3097de0c5d101,neu,neu,False
c72f0b15c6aff1283cedb8da5f9f81f97677ba92,neu,neu,True
d4e987ffa4cfcde1a283dd5fd6457ff0e62d9872,neu,pos,True
5c10205833e853ab7ecc7d5b6bc7a234331abf99,pos,neu,True
99149fdc62c74436539f84ccdeac527c00135dba,neu,neu,True
7792c8231fa0c9fdc618d7f540cbbfad677fd05d,pos,neu,True
a7dba786c164d62b47096f8d06c5aebd4e052390,neu,neu,False
491911e41a4e25d5c9c5415524338fc6229d2792,neu,neu,False
7f9b31ecf07d05961eb05e06b86e5fde26163fa2,neu,neu,False
8ef1f0131b14ac66a96d6c68257f67005bf2bc7c,neu,neu,False
fdbe947530a2696e7973856c0ce82b741c314925,neu,neu,False
e68448d688de073b0b3b1f71d6ab836043ce0066,neu,pos,True
6459b23dcc8e4eab365035c2a51eb5daa00afc08,neu,neu,False
cff4f8c499d865167787feb2c56b2cca2f03fcb9,neu,neu,False
c0a416601215585925cb067f132432d632f7c331,pos,neu,False
a5ad54de31e2c8d7f5d420dff27a33d8ee37f0c8,pos,neu,True
9415b88afd0d21800e6b595828f0526689084f0a,neu,neu,True
763416260ab791d2efd2cf175100d8e506bb7eaa,neu,neu,True
41041ee39e8e4d5aed9d04b4de91626c1dbab990,neu,neu,False
3ad24049740c73fcb3219a7b05ee8cd132075311,neu,neu,True
baf0fa5343caecbbcd4684a3a6446b4447b51e91,neu,neu,True
c9edc92a800490b42d4aba07dfc5f52761876581,neu,neu,True
0289ae1f2e556779b2cb229f1b4d2349921767b0,neu,neu,False
67997586868326877529fba283f0edfa46a02bfb,neu,neu,False
86df16e21fab0b761a55e6ac6d74abb35352d360,neu,neu,False
f569baebf7dba7fc9003aa7924d6d997224d2e3b,neu,neu,False
8cb46830db2baf98ca56eba63391aaa96e1c39ab,neu,neu,False
e3d3321d2387e15e9297b302f0e835eb4d0ddb9f,neu,neu,True
26166710c99e475d96e9ffbfbbe5a4f03dfc75ef,neu,neu,False
6c6f91542b238a0d56803a4af055451fdeac20e2,neu,neu,True
,neg,neu,False
960eb0f57e6d2c597ef43b161af94863f6ebf8d9,neu,neu,True
df409c8c169e1ce298627ff061a90d774da0e1cc,neu,neu,True
765e3d8d14ff73581845822e31a73c350b78c93b,neu,pos,True
4d802744784b1ee0afdd0284f58f7bf5867eb6ed,neu,neu,False
35c6e4a190fcf70e9846579bedbfcd38456f42d3,neu,neu,True
c820e6b3dd2662d491f37b99de4a34d8036fe9fe,neu,neu,True
ca19bc061be14aea4a3d42692dc46405d2526423,neu,neu,True
3511ea0ce4683a6f660e0efb59ea2691747ea62e,pos,neu,True
ad4b57e08c52e438f58d6563645e2c2d223743c2,neu,neu,True
5a00bb444cd4d7007bb27f3aaf2eee835c5e78e0,neu,neu,True
199bf288cc634ce15cae1140649e928d43ee4c8c,neu,neu,True
069b3f228638ac2f4052fea2242ac5db456dba69,pos,neu,True
5883e48023dac0bb206fc09ac06a9bb3003af0e0,neu,neu,True
0464c996a7c7757500c907de02f51dc55c46f323,neu,neu,True
943fe993b64c8bb7f70908090b71b3ac10cb4892,neu,neu,True
